Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"2,716",16.50
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"3,068",19.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"2,938",18.60
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"3,010",19.20
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"2,957",19.10
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"2,735",17.90
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"3,069",20.30
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"3,116",20.90
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,165,11.00
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,246,16.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,176,11.70
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,195,12.90
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,161,11.20
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,226,15.30
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,197,13.80
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,222,16.10
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,257,18.20
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,224,16.10
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,268,19.60
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,253,18.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,260,19.30
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,267,20.00
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,319,24.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,295,22.80
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,342,26.60
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,300,23.60
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,690,12.00
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,848,15.30
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,751,13.90
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,14.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,726,14.40
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,768,15.70
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,15.90
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,759,16.40
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,727,16.20
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,723,16.80
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,724,17.30
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,771,19.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,770,19.70
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,907,23.80
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,910,24.60
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,754,20.50
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,699,19.50
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,883,25.20
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,195,16.70
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,213,18.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,181,16.20
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,184,16.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,185,16.60
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,178,16.30
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,169,15.80
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,134,12.90
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,177,17.00
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,189,18.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,173,17.00
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,241,24.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,179,18.20
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,227,23.20
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,240,25.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,188,19.80
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,212,22.70
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,264,28.20
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,533",20.10
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,723",23.30
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,602",22.10
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,564",22.10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,435",20.60
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,480",21.90
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,352",20.50
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,390",21.60
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,424",22.70
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,438",23.50
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,535",25.70
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,588",27.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,571",27.80
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,814",32.50
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,710",31.00
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,617",29.50
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,672",30.90
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,588",29.70
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"2,860",11.10
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,214",13.00
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,452",14.20
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,339",14.40
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"2,974",13.40
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,055",14.20
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,022",14.60
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,387",16.50
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,554",18.20
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,230",17.00
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,342",18.20
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,654",20.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,209",18.60
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,613",21.40
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,673",22.30
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,608",22.20
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,706",23.10
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"3,534",22.40
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"51,537",13.50
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"57,062",15.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"55,227",15.10
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"56,979",15.90
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"50,636",14.50
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"53,826",15.70
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"50,097",15.10
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"53,692",16.50
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"56,284",17.60
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"52,717",16.80
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"56,326",18.40
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"63,001",21.00
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"59,664",20.40
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"65,163",22.60
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"65,681",23.20
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"62,034",22.20
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"65,313",23.70
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"63,730",23.50
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,380,15.50
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,372,15.70
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,366,16.20
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,413,18.60
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,337,15.60
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,358,17.10
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,348,17.10
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,332,16.30
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,343,18.00
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,313,17.10
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,343,19.20
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,333,19.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,384,23.30
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,453,28.20
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,424,27.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,411,27.20
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,388,26.10
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,391,27.10
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,59,7.00
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,85,10.00
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,9.30
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,77,9.30
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,81,9.90
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,68,8.40
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,60,8.00
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,52,7.00
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,10.20
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,70,9.90
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,77,10.90
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,97,14.40
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,86,12.70
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,116,17.70
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,111,17.10
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,133,20.70
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,119,19.00
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,134,21.70
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,177",12.70
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,416",15.70
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,498",17.10
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,442",17.00
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,307",15.80
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,421",17.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,195",15.50
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,237",16.30
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,324",17.90
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,231",17.20
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,281",18.40
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,464",21.60
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,449",22.10
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,559",24.20
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,480",23.70
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,481",24.10
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,510",25.10
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,594",27.10
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,815,10.00
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,851,10.70
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,729,9.40
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,768,10.10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,728,9.90
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,734,10.10
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,578,8.30
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,728,10.60
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,771,11.60
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,743,11.40
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,814,12.90
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,927,15.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,738,12.40
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,"1,086",18.80
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,907,16.00
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,965,17.40
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,"1,010",18.70
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,"1,259",23.70
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,423,17.30
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,526,21.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,473,19.60
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,481,20.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,425,18.10
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,455,19.80
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,436,19.00
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,443,19.70
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,448,20.00
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,408,18.40
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,459,21.10
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,458,21.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,474,22.20
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,536,25.30
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,427,20.30
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,483,23.00
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,456,21.70
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,520,25.00
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,888,11.90
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,052",14.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,002",13.80
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,125",15.60
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,996,14.10
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,986,14.20
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,904,13.30
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,979,14.60
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,116",16.70
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,022",15.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,014",15.80
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,268",19.90
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,141",18.40
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,165",19.00
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,291",21.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,236",20.80
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,258",21.50
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,"1,425",24.60
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,99,15.00
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,99,16.00
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,18.10
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,112,18.40
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,91,15.70
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,116,20.40
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,109,19.50
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,142,26.70
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,123,23.40
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,21.80
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,117,23.50
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,119,24.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,109,22.70
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,145,30.80
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,135,29.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,112,24.50
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,126,28.30
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,130,30.00
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,012",17.40
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,040",18.40
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,011",18.20
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,057",19.30
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,035",19.40
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,047",20.00
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,184",23.10
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,180",23.40
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,107",22.30
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,051",21.30
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,104",23.00
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,036",22.10
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,049",22.80
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,062",23.20
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,032",22.80
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,974,21.70
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,939,21.10
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,979,22.20
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,53,10.00
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,50,10.00
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,45,10.10
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,49,10.10
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,44,9.50
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,53,12.50
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,56,13.50
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,47,12.70
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,50,13.50
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,40,11.10
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,44,12.90
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,38,10.50
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,23,7.10
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,28,8.40
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,21,6.80
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,24,7.20
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,30,11.60
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,34,13.40
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,487,5.70
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,458,5.50
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,325,4.10
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,374,4.90
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,414,5.70
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,395,5.60
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,537,7.90
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,546,8.30
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,503,7.80
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,528,8.50
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,565,9.30
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,608,10.50
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,634,11.20
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,563,10.40
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,622,11.90
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,644,12.50
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,614,12.20
